City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
346,St. George's,20,GD,1651780185,66,12.0564,-61.7485,85.68,17.27
347,Kahului,40,US,1651779768,74,20.8947,-156.47,79.97,19.57
348,Sandpoint,100,US,1651779910,94,48.2766,-116.5533,57.42,3.44
349,Chernyshevskiy,100,RU,1651780185,90,63.0128,112.4714,30.34,10.22
350,Longyearbyen,75,SJ,1651779840,68,78.2186,15.6401,22.84,4.61
351,Oussouye,0,SN,1651780186,59,12.485,-16.5469,89.78,12.17
352,Pabbi,77,PK,1651780186,35,34.0106,71.7989,79.48,1.88
353,Yangliuqing,100,CN,1651780187,37,39.1375,116.9997,75.15,3.71
354,San Matías,1,BO,1651780187,24,-16.3667,-58.4,82.42,3.04
355,Estremoz,10,PT,1651780188,54,38.8443,-7.5859,63.25,7.29
356,Dumai,100,ID,1651780188,98,1.6833,101.45,75.49,2.35
357,Alvorada,73,BR,1651780188,48,-12.48,-49.1247,88.45,2.17
358,Ballina,100,AU,1651780020,100,-28.8667,153.5667,69.01,0.0
359,‘Āhuimanu,100,US,1651780189,73,21.4447,-157.8378,77.86,17.27
360,Pemangkat,100,ID,1651779869,87,1.1667,108.9667,78.46,5.01
361,Kisi,100,NG,1651780189,57,9.0833,3.85,83.91,9.13
362,Amapá,100,BR,1651780177,96,1.0,-52.0,78.49,3.78
363,Sola,9,VU,1651780190,73,-13.8833,167.55,81.95,7.4
364,Ende,43,ID,1651780190,89,-8.8432,121.6623,77.65,1.57
365,Gediz,36,TR,1651780190,77,39.0417,29.41,45.19,5.86
366,Quzhou,1,CN,1651780191,78,28.9594,118.8686,61.32,3.24
367,Katsuura,100,JP,1651779937,79,35.1333,140.3,63.45,8.01
368,Bonthe,8,SL,1651779979,77,7.5264,-12.505,81.39,4.81
369,Boddam,100,GB,1651780191,88,57.4667,-1.7833,59.43,13.29
370,Byron Bay,100,AU,1651780192,92,-28.65,153.6167,68.94,8.34
371,Assiniboia,54,CA,1651780192,18,49.6334,-105.9845,76.82,12.66
372,Tres Marías,97,MX,1651780193,22,19.0522,-99.2431,76.46,6.69
373,Banda Aceh,98,ID,1651780193,85,5.5577,95.3222,79.07,13.47
374,Cap Malheureux,11,MU,1651780193,81,-19.9842,57.6142,76.46,11.99
375,Stornoway,100,GB,1651780194,93,58.2093,-6.3865,53.56,16.11
376,Biak,100,ID,1651780194,83,-0.9131,122.8766,77.99,1.81
377,Mahibadhoo,100,MV,1651780195,77,3.7833,72.9667,82.09,10.8
378,Sapele,32,NG,1651780195,84,5.8941,5.6767,79.43,4.83
379,Dwārka,0,IN,1651780195,72,22.2394,68.9678,82.06,10.8
380,Olinalá,86,MX,1651780196,12,17.8333,-98.85,95.29,3.83
381,Dunmore East,75,IE,1651780196,75,52.1514,-6.9861,58.21,10.36
382,Dingle,91,PH,1651779838,87,10.9995,122.6711,77.54,6.78
383,Nanortalik,100,GL,1651779909,78,60.1432,-45.2371,34.27,12.17
384,Meulaboh,100,ID,1651780121,94,4.1363,96.1285,75.87,1.3
385,City of San Pedro,20,PH,1651780026,74,14.35,121.0167,81.27,8.05
386,Kazygurt,100,KZ,1651780197,63,41.7589,69.3864,62.92,4.81
387,Şahbuz,33,AZ,1651780197,71,39.4072,45.5739,55.0,2.91
388,Brigantine,0,US,1651779601,63,39.4101,-74.3646,65.05,11.5
389,Jijiga,69,ET,1651780198,58,9.35,42.8,70.9,5.68
390,Tual,77,ID,1651780025,74,-5.6667,132.75,84.36,15.17
391,Kununurra,75,AU,1651780198,31,-15.7667,128.7333,78.78,9.22
392,Payo,69,ID,1651780199,98,-3.7508,103.6372,72.72,2.35
393,Charlestown,42,AU,1651780199,80,-32.95,151.6667,59.74,1.01
394,Whitianga,88,NZ,1651780199,75,-36.8333,175.7,61.45,6.17
395,Santa Vitória do Palmar,98,BR,1651780200,66,-33.5189,-53.3681,63.14,4.56
396,Portland,100,US,1651779940,90,45.5234,-122.6762,51.04,5.75
397,Raudeberg,100,NO,1651780200,79,61.9875,5.1352,47.95,21.07
398,Ojinaga,0,MX,1651780201,13,29.5667,-104.4167,93.58,11.5
399,Ichinohe,2,JP,1651780201,70,40.2069,141.3017,52.75,5.53
400,Pauini,100,BR,1651779949,60,-7.7136,-66.9764,84.78,3.27
401,Mount Isa,91,AU,1651779968,44,-20.7333,139.5,58.77,12.66
402,Turaif,0,SA,1651780202,51,31.6725,38.6637,62.85,13.8
403,Alice Springs,0,AU,1651779838,65,-23.7,133.8833,38.75,6.91
404,Trelew,88,AR,1651780202,35,-43.249,-65.3051,67.87,9.71
405,Emporia,100,US,1651780162,77,38.4039,-96.1817,65.52,8.05
406,Hambantota,95,LK,1651779906,84,6.1241,81.1185,81.01,16.31
407,Arbazh,5,RU,1651780203,61,57.6804,48.3065,31.03,7.11
408,Gilbués,72,BR,1651780203,40,-9.8317,-45.3439,87.76,5.1
409,College,75,US,1651779907,59,64.8569,-147.8028,51.28,3.44
410,Pacific Grove,0,US,1651779711,70,36.6177,-121.9166,71.28,7.0
411,Mahajanga,40,MG,1651780204,78,-15.7167,46.3167,77.02,2.3
412,Sokolo,96,ML,1651780204,11,14.7328,-6.1219,99.41,8.48
413,Channel-Port aux Basques,100,CA,1651779920,92,47.5702,-59.1367,38.43,13.27
414,Samfya,98,ZM,1651780205,72,-11.3649,29.5565,67.48,8.72
415,Herat Province,0,AF,1651780205,34,34.5,62.0,69.84,7.25
416,Jiangyou,98,CN,1651780206,66,31.7667,104.7167,67.69,4.34
417,Elizabeth City,20,US,1651780206,75,36.2946,-76.2511,73.42,13.8
418,Surin,92,TH,1651779947,74,14.8818,103.4936,79.57,2.93
419,Comodoro Rivadavia,0,AR,1651780207,25,-45.8667,-67.5,62.46,13.8
420,Stephenville,40,US,1651780207,59,32.2207,-98.2023,75.16,10.36
421,Elko,100,US,1651780207,19,41.0002,-115.5012,74.73,21.0
422,Mitsamiouli,8,KM,1651780028,74,-11.3847,43.2844,81.12,7.02
423,Hemsedal,78,NO,1651780208,82,60.8629,8.5534,36.21,6.24
424,Pangnirtung,0,CA,1651780208,79,66.1451,-65.7125,14.0,2.3
425,Demyansk,99,RU,1651780209,64,57.643,32.466,39.92,4.23
426,Gold Coast,100,AU,1651780209,96,-28.0,153.4333,71.24,0.0
427,Opuwo,0,NA,1651780210,34,-18.0607,13.84,66.06,8.55
428,Dakar,0,SN,1651779897,88,14.6937,-17.4441,77.88,16.11
429,Sabang,96,ID,1651780210,80,5.8933,95.3214,81.66,21.81
430,Boma,36,GH,1651780210,78,7.0805,-2.1697,77.23,1.41
431,Armilla,20,ES,1651780211,60,37.141,-3.6185,63.19,3.44
432,Ensenada,15,MX,1651780191,73,31.8667,-116.6167,71.94,9.91
433,Udachny,100,RU,1651780211,92,66.4167,112.4,32.45,6.53
434,Quatre Cocos,48,MU,1651780212,82,-20.2078,57.7625,76.08,21.27
435,Oksbøl,57,DK,1651780212,83,55.6268,8.2876,46.9,7.58
436,Aykhal,100,RU,1651780213,92,66.0,111.5,28.85,13.78
437,Oktyabr'skoye,100,RU,1651780213,100,43.0645,44.7417,46.54,8.95
438,Yamada,17,JP,1651780213,62,39.4667,141.95,55.83,5.19
439,Iskateley,97,RU,1651780214,87,67.6803,53.1512,16.05,9.04
440,Marawi,43,PH,1651779965,94,7.9986,124.2928,68.95,1.54
441,Jacareacanga,24,BR,1651780214,82,-6.2222,-57.7528,83.34,2.77
442,Solnechnyy,100,RU,1651779976,95,50.7214,136.6319,39.67,4.16
443,Waldoboro,2,US,1651780215,30,44.0954,-69.3756,66.88,12.26
444,São José da Coroa Grande,100,BR,1651779953,80,-8.8978,-35.1478,79.9,8.81
445,Arroyo Grande,0,US,1651780215,55,35.1186,-120.5907,83.84,6.91
446,Kupang,9,ID,1651780216,80,-10.1667,123.5833,78.87,10.04
447,Seoul,0,KR,1651780187,90,37.5683,126.9778,54.84,3.44
448,Moree,47,AU,1651780216,82,-29.4667,149.85,53.62,9.22
449,Kaeo,61,NZ,1651780216,96,-35.1,173.7833,57.33,6.89
450,Wahiawā,75,US,1651780217,68,21.5028,-158.0236,74.88,5.75
451,Lázaro Cárdenas,77,MX,1651779986,61,17.9583,-102.2,83.5,10.22
452,Megion,100,RU,1651780217,96,61.0296,76.1136,37.42,10.87
453,Akdepe,7,TM,1651780218,47,42.0551,59.3788,73.49,12.44
454,Lucea,27,JM,1651780218,72,18.451,-78.1736,85.86,7.76
455,Shaoguan,100,CN,1651780219,81,24.8,113.5833,68.14,0.29
456,Isla Mujeres,17,MX,1651780219,72,21.2311,-86.731,87.17,15.12
457,Kloulklubed,100,PW,1651780219,80,7.0419,134.2556,75.7,15.9
458,Athabasca,100,CA,1651780220,46,54.7169,-113.2854,68.41,10.94
459,Harper,75,LR,1651780220,84,4.375,-7.7169,81.07,7.29
460,Turukhansk,12,RU,1651780221,91,65.8167,87.9833,20.37,9.22
461,Putnam,20,US,1651780221,65,36.1667,-85.65,82.78,4.61
462,Coyhaique,40,CL,1651779969,53,-45.5752,-72.0662,49.95,8.05
463,Qasigiannguit,0,GL,1651780221,77,68.8193,-51.1922,19.13,4.36
464,Upington,0,ZA,1651780222,42,-28.4478,21.2561,64.78,6.91
465,Mamlyutka,60,KZ,1651780222,45,54.9375,68.5394,53.1,10.0
466,Bathsheba,75,BB,1651779902,70,13.2167,-59.5167,84.81,17.27
467,Forsytheganj,75,BY,1651779880,63,52.6333,29.7333,42.24,5.35
468,Kaputa,83,ZM,1651780223,73,-8.4689,29.6619,70.79,2.06
469,Villa Carlos Paz,11,AR,1651780223,25,-31.4241,-64.4978,78.39,20.0
470,Hualmay,17,PE,1651780223,74,-11.0964,-77.6139,70.34,10.09
471,Ouahigouya,66,BF,1651780224,9,13.5828,-2.4216,94.64,7.25
472,Makkah al Mukarramah,5,SA,1651780224,46,21.4267,39.8261,83.41,5.68
473,Zharkent,100,KZ,1651780225,77,44.1628,80.0,62.6,1.79
474,Kampot,96,KH,1651780225,85,10.6167,104.1833,82.45,5.28
475,Abu Samrah,24,SY,1651780225,73,35.3029,37.1841,56.52,11.81
476,Gainesville,40,US,1651779961,41,29.6516,-82.3248,93.81,1.99
477,Yüksekova,79,TR,1651780226,73,37.5736,44.2872,47.84,4.16
478,Dunedin,39,NZ,1651779961,72,-45.8742,170.5036,54.81,1.99
479,Porto Walter,93,BR,1651780227,59,-8.2686,-72.7439,83.66,1.97
480,Balabac,79,PH,1651780227,81,7.9868,117.0645,82.62,14.12
481,Illapel,74,CL,1651780030,52,-31.6308,-71.1653,71.33,5.88
482,Mackay,75,AU,1651780228,94,-21.15,149.2,68.68,4.61
483,Ádánd,94,HU,1651780228,73,46.8593,18.1644,58.53,5.79
484,Walvis Bay,0,NA,1651780229,41,-22.9575,14.5053,66.09,7.61
485,Bealanana,71,MG,1651780229,97,-14.55,48.7333,60.91,3.85
486,Rawson,91,AR,1651780230,39,-43.3002,-65.1023,66.29,9.15
487,Sungai Raya,100,ID,1651780230,88,0.7,108.9,78.78,5.46
488,Casablanca,0,MA,1651780230,77,33.5928,-7.6192,66.54,11.5
489,Bawku,80,GH,1651780231,35,11.0616,-0.2417,93.07,14.83
490,Worland,0,US,1651780212,35,44.0169,-107.9554,70.95,8.99
491,Tafresh,12,IR,1651780231,54,34.692,50.013,56.68,4.97
492,Fukuechō,68,JP,1651779908,85,32.6881,128.8419,65.61,13.42
493,Waitati,18,NZ,1651779893,73,-45.75,170.5667,54.81,2.89
494,Beauchamps,27,FR,1651780232,90,50.012,1.5176,54.3,4.25
495,Obihiro,3,JP,1651780232,81,42.9172,143.2044,42.78,0.81
496,Forrest City,100,US,1651780233,91,35.0081,-90.7898,65.82,5.59
497,Diu,0,IN,1651780233,83,20.7141,70.9822,80.17,12.5
498,Aswān,0,EG,1651780233,12,24.0934,32.907,83.5,8.05
499,Peniche,1,PT,1651780234,88,39.3558,-9.3811,59.56,7.78
500,Zelenogorskiy,0,RU,1651780234,61,55.0333,87.0,39.9,1.07
501,Benguela,100,AO,1651780235,68,-12.5763,13.4055,77.95,3.56
502,Hildesheim,45,DE,1651780235,66,52.1508,9.9511,57.13,3.58
503,San Andrés,75,CO,1651780029,79,12.5847,-81.7006,86.02,10.36
504,Plácido de Castro,6,BR,1651780236,42,-10.3353,-67.1856,88.57,2.89
505,Craig,20,US,1651780236,44,40.5153,-107.5464,57.15,0.0
506,Rognan,86,NO,1651779929,86,67.0953,15.3878,41.14,4.99
507,Abidjan,20,CI,1651780236,89,5.3094,-4.0197,82.36,2.3
508,Departamento de Maldonado,100,UY,1651780237,69,-34.6667,-54.9167,68.23,1.57
509,Tiarei,88,PF,1651780237,80,-17.5333,-149.3333,80.62,10.4
510,Bay Roberts,100,CA,1651780238,88,47.5999,-53.2648,46.33,5.01
511,Scarborough,96,GB,1651779886,82,54.2797,-0.4044,62.17,8.48
512,Jizan,22,SA,1651780238,40,17.3333,42.6667,88.74,2.01
513,Gimli,15,CA,1651779850,66,50.6336,-96.9907,50.02,13.8
514,Taree,100,AU,1651780239,100,-31.9,152.4667,63.1,6.91
515,Ukrayinka,79,UA,1651780239,57,47.9167,35.35,47.88,13.56
516,Beloha,4,MG,1651780239,76,-25.1667,45.05,70.61,9.86
517,Lahār,1,IN,1651780240,24,26.1983,78.945,89.53,8.99
518,Palana,100,RU,1651780240,85,59.1167,159.9667,27.55,17.72
519,Wanaka,22,NZ,1651780241,91,-44.7,169.15,44.11,1.01
520,Mago,100,RU,1651780241,99,53.2514,140.1822,36.05,4.52
521,Birao,31,CF,1651780241,41,10.2849,22.7882,87.31,5.12
522,Clairmont,100,CA,1651780242,54,55.2667,-118.786,55.33,8.05
523,Mayo,100,US,1651780242,72,38.8876,-76.5119,69.37,5.75
524,Okhotsk,96,RU,1651779822,96,59.3833,143.3,29.12,6.8
525,Petropavlovsk-Kamchatskiy,0,RU,1651779970,93,53.0452,158.6483,30.79,6.71
526,Luanda,0,AO,1651780192,74,-8.8368,13.2343,80.6,9.22
527,Srednekolymsk,100,RU,1651780027,88,67.45,153.6833,28.98,3.78
528,Ñuñoa,4,PE,1651780243,31,-14.48,-70.6411,58.15,7.27
529,Tota,100,CO,1651780243,88,5.5611,-72.9859,55.49,5.19
530,Kuzovatovo,2,RU,1651780244,66,53.5468,47.6866,34.0,5.75
531,Kiama,1,AU,1651780248,67,-34.6833,150.8667,55.0,5.99
532,Chibombo,23,ZM,1651780248,79,-14.6569,28.0706,59.54,5.32
533,Mountain Home,75,US,1651780249,45,43.133,-115.6912,65.68,12.66
534,Beachwood,0,US,1651780249,71,41.4645,-81.5087,65.39,10.36
535,Hranice,82,CZ,1651780249,88,49.548,17.7347,58.51,0.51
536,Wawa,100,NG,1651780250,41,9.9022,4.4192,90.18,4.76
537,Arbroath,49,GB,1651780250,89,56.5632,-2.5874,57.25,8.88
538,Muravlenko,58,RU,1651780252,90,63.7898,74.523,13.37,5.37
539,Kimberley,0,ZA,1651780252,82,-28.7323,24.7623,51.49,3.44
540,Qandala,62,SO,1651780252,46,11.472,49.8728,89.11,6.4
541,Mocuba,91,MZ,1651780253,95,-16.8392,36.9856,68.36,2.84
542,Lakes Entrance,3,AU,1651780253,85,-37.8811,147.981,42.17,7.65
543,Fes,0,MA,1651780252,52,34.0372,-4.9998,66.45,8.05
544,Manaure,100,CO,1651780253,56,11.7751,-72.4445,89.38,12.8
545,Baker City,100,US,1651780254,73,44.7749,-117.8344,55.58,19.57
546,Aitape,65,PG,1651780254,90,-3.1374,142.3475,77.11,4.27
547,High Level,100,CA,1651780219,38,58.5169,-117.136,57.31,4.61
548,Genhe,100,CN,1651780255,38,50.7833,121.5167,34.27,5.1
549,Doha,0,QA,1651780137,44,25.2867,51.5333,89.91,10.36
550,Manggar,89,ID,1651780255,78,-2.8833,108.2667,80.87,2.59
551,Vanimo,99,PG,1651780256,90,-2.6741,141.3028,77.45,4.18
552,Ponnāni,100,IN,1651780256,83,10.767,75.9252,81.72,1.77
553,Makat,100,KZ,1651780256,46,47.6469,53.3463,61.14,18.41
554,Morondava,0,MG,1651780257,77,-20.2833,44.2833,76.96,8.05
